eu_es,ordinanza_attuale,oc_os,regione,prov,comune,cup,cup_master_unico,intervento_nome,soggetto_attuatore,importo_programmato,fase_di_avanzamento_al_22_dicembre_2024,url_opencup,pro_com_t
EU_1405,OC_129,OC,LAZIO,RI,Rivodutri,F27H21006380001,,"Demolizione e ricostruzione marciapiede adiacente scuola dell'infanzia del capoluogo di Rivodutri",Comune di Rivodutri,124806.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F27H21006380001,057060
EU_1406,OC_129,OC,LAZIO,RI,Rivodutri,F21B21002150001,,Realizzazione muro di contenimento Impianto Sportivo A. Micheli,Comune di Rivodutri,631059.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F21B21002150001,057060
EU_1407,OC_129,OC,LAZIO,RI,Rivodutri,F25F21000900001,,Consolidamento del muro della scalinata del cimitero di Rivodutri,Comune di Rivodutri,88694.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F25F21000900001,057060
EU_1408,OC_129,OC,LAZIO,RI,Rivodutri,F21B21002140001,,Demolizione e ricostruzione muro di contenimento strada di accesso al cimitero di Rivodutri,Comune di Rivodutri,101190.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F21B21002140001,057060
EU_1409,OC_129,OC,UMBRIA,PG,Cascia,C49J21036150001,,"Fraz. Maltignano - rifacimento sottoservizi e viabilità",Comune di Cascia,5224273.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C49J21036150001,054007
EU_1410,OC_129,OC,UMBRIA,PG,Cascia,C47H22000710001,,"Fraz. Avendita - rifacimento sottoservizi e viabilità",Comune di Cascia,4754857.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C47H22000710001,054007
EU_1411,OC_129,OC,UMBRIA,PG,Cerreto di Spoleto,D78B22000230001,,Ripristino infrastrutture a rete presso il Centro di Protezione Civile di Forcatura - I Stralcio,Comune di Cerreto di Spoleto,250000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D78B22000230001,054010
EU_1412,OC_129,OC,UMBRIA,PG,Cerreto di Spoleto,D77H22000850001,,"Ripristino infrastrutture a rete in località Bugiano - I Stralcio",Comune di Cerreto di Spoleto,400000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D77H22000850001,054010
EU_1413,OC_129,OC,UMBRIA,PG,Cerreto di Spoleto,D77H21007110001,,Ripristino infrastrutture e consolidamento versante in Via Santa Maria de Libera del capoluogo - I Stralcio,Comune di Cerreto di Spoleto,650000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D77H21007110001,054010
EU_1414,OC_129,OC,UMBRIA,PG,Cerreto di Spoleto,D72C21000780001,,Muro di contenimento su strada comunale,Comune di Cerreto di Spoleto,150000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D72C21000780001,054010
EU_1415,OC_129,OC,UMBRIA,PG,Cerreto di Spoleto,D75F21001200001,,Muro di contenimento Piazza Garibaldi,Comune di Cerreto di Spoleto,500000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D75F21001200001,054010
EU_1416,OC_129,OC,UMBRIA,PG,Cerreto di Spoleto,D76F22000130001,,Muro di contenimento parcheggio,Comune di Cerreto di Spoleto,350000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D76F22000130001,054010
EU_1417,OC_129,OC,UMBRIA,PG,Cerreto di Spoleto,D75F22000610001,,Muri Largo Carducci - Via Pascoli - Via Mammina,Comune di Cerreto di Spoleto,480000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D75F22000610001,054010
EU_1418,OC_129,OC,UMBRIA,PG,Monteleone di Spoleto,E15F21005170001,,"Via dell'Annunziata",Comune di Monteleone di Spoleto,1335239.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E15F21005170001,054031
EU_1419,OC_129,OC,UMBRIA,PG,Monteleone di Spoleto,E14B17000250001,,Mura Urbiche,Comune di Monteleone di Spoleto,1500000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E14B17000250001,054031
EU_142,OC_109,OC,ABRUZZO,TE,Montorio al Vomano,G96D18000230001,,Circolo ricreativo - Fraz. Cusciano - Strada Ex S.P. 80,COMUNE MONTORIO AL VOMANO,269748.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G96D18000230001,067028
EU_1432,OC_129,OC,UMBRIA,PG,"Sant'Anatolia di Narco",I63D22000360005,,Manutenzione straordinaria infrastrutture a rete e strade nel centro abitato della frazione di Castel San Felice,"Comune di Sant'Anatolia di Narco",800000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I63D22000360005,054045
EU_1433,OC_129,OC,UMBRIA,PG,"Sant'Anatolia di Narco",I65F21000520005,,Consolidamento mura castellane del Capoluogo,"Comune di Sant'Anatolia di Narco",300000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I65F21000520005,054045
EU_1434,OC_129,OC,UMBRIA,PG,"Sant'Anatolia di Narco",I63D21001530005,,"Consolidamento muro di contenimento scarpata lungo la S.P. di accesso al centro abitato di Sant'Anatolia di Narco","Comune di Sant'Anatolia di Narco",400000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I63D21001530005,054045
EU_1435,OC_129,OC,UMBRIA,PG,"Sant'Anatolia di Narco",I67H21003020005,,Consolidamento Parere Rocciosa a sostegno della strada comunale di accesso alla frazione di Castel San Felice,"Comune di Sant'Anatolia di Narco",300000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I67H21003020005,054045
EU_1436,OC_129,OC,UMBRIA,PG,"Sant'Anatolia di Narco",I67H21003010005,,"Muro di sostegno della piazza interna del capoluogo denominata 'La Piazzetta'","Comune di Sant'Anatolia di Narco",135250.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I67H21003010005,054045
EU_1437,OC_129,OC,UMBRIA,PG,"Sant'Anatolia di Narco",I67H21002950005,,Via Del Cimitero,"Comune di Sant'Anatolia di Narco",763100.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I67H21002950005,054045
EU_1442,OC_129,OC,UMBRIA,PG,Scheggino,J83D23000050005,,"Macro-intervento n° 3: Infrastrutture a rete, sottoservizi e aree pubbliche urbane fraz. Civitella, fraz. Monte S. Vito e fraz. Collefabbri - I stralcio",Comune di Scheggino,950000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J83D23000050005,054047
EU_1446,OC_129,OC,UMBRIA,PG,Scheggino,J83D23000040005,,"Macro-intervento n° 2: Infrastrutture a rete, sottoservizi e aree pubbliche urbane fraz. San Valentino, fraz. Pontuglia - I stralcio; Ripristino muro contenimento centro storico di Pontuglia",Comune di Scheggino,900000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J83D23000040005,054047
EU_1448,OC_129,OC,UMBRIA,PG,Scheggino,J83D23000030005,,"Macro-intervento n° 1: Infrastrutture a rete, sottoservizi e aree pubbliche urbane Scheggino Capoluogo e fraz. Ceselli - I stralcio; Ripristino muro contenimento centro storico di Ceselli",Comune di Scheggino,884860.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J83D23000030005,054047
EU_145,OC_109,OC,ABRUZZO,TE,"Penna Sant'Andrea",C52J20000120001,,Case minime - abitativo - Fraz. Pilone,"COMUNE SANT'ANDREA",152880.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C52J20000120001,067033
EU_1450,OC_129,OC,UMBRIA,PG,Spoleto,B32B21000080001,,Ex Scuola di Eggi sede Proloco,Comune di Spoleto,320000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B32B21000080001,054051
EU_1451,OC_129,OC,UMBRIA,PG,Spoleto,B37H21004590001,,"Impianti Sportivi di San Nicolò",Comune di Spoleto,42125.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B37H21004590001,054051
EU_1452,OC_129,OC,UMBRIA,PG,Spoleto,B36J21000030001,,Ex Scuola di Bazzano Sede Proloco,Comune di Spoleto,390000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B36J21000030001,054051
EU_1453,OC_129,OC,UMBRIA,PG,Spoleto,B32F21000050001,,Centro Ricreativo Ex Scuola di Poreta,Comune di Spoleto,340000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B32F21000050001,054051
EU_1454,OC_129,OC,UMBRIA,PG,Spoleto,B32C21001540001,,Palazzo Ancaiani,Comune di Spoleto,5038875.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B32C21001540001,054051
EU_1455,OC_129,OC,UMBRIA,PG,Spoleto,B32B21000090001,,Ex Scuola di Azzano Sede Proloco,Comune di Spoleto,350000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B32B21000090001,054051
EU_1456,OC_129,OC,UMBRIA,PG,Vallo Di Nera,F18H22000410001,,"Messa in sicurezza di infrastrutture murarie in località Piedipaterno.",Comune di Vallo di Nera,50000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F18H22000410001,054058
EU_1457,OC_129,OC,UMBRIA,PG,Vallo Di Nera,F17H21004190001,,Riparazione del danno Muri di contenimento e strade di Montefiorello,Comune di Vallo di Nera,300000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F17H21004190001,054058
EU_1458,OC_129,OC,UMBRIA,PG,Vallo Di Nera,F17H21004180001,,Riparazione del danno Muraglione del vicolo del Molino,Comune di Vallo di Nera,200000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F17H21004180001,054058
EU_1459,OC_129,OC,UMBRIA,PG,Vallo Di Nera,F13G18000270006,,Riparazione del danno da sisma e restauro Mura di Vallo di Nera,Comune di Vallo di Nera,950000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F13G18000270006,054058
EU_1460,OC_129,OC,UMBRIA,PG,Vallo Di Nera,F12C21000180001,,Ripristino muri di contenimenti sito in Vallo di Nera Capoluogo,Comune di Vallo di Nera,130000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F12C21000180001,054058
EU_1461,OC_129,OC,UMBRIA,PG,Vallo Di Nera,F11B21003750001,,"Demolizione e ricostruzione Ponte sul Fiume Nera, primo tratto della strada comunale Vallo di Nera-Piedipaterno (detta del Saletto) in corrispondenza dell'intersezione con la S.S. 685 Tre Valli Umbre",Comune di Vallo di Nera,1000000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F11B21003750001,054058
EU_1462,OC_129,OC,UMBRIA,PG,Vallo Di Nera,F15F21000880001,,Riparazione del danno da sisma Torrione di Basciano,Comune di Vallo di Nera,150000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F15F21000880001,054058
EU_1463,OC_129,OC,UMBRIA,TR,Ferentillo,F27E20000040002,,Rocca della Matterella,Comune di Ferentillo,2851260.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F27E20000040002,055012
EU_1464,OC_129,OC,UMBRIA,TR,Montefranco,F97H22001490001,,Riqualificazione urbana e consolidamento via delle Casaline,Comune di Montefranco,500000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F97H22001490001,055019
EU_1465,OC_129,OC,UMBRIA,TR,Montefranco,F97H22001500001,,Riqualificazione urbana e consolidamento muro di contenimento via Bufone,Comune di Montefranco,500000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F97H22001500001,055019
EU_1466,OC_129,OC,UMBRIA,TR,Montefranco,F97H22001470001,,Consolidamento scarpata ingressi del paese,Comune di Montefranco,1000000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F97H22001470001,055019
EU_1467,OC_129,OC,UMBRIA,TR,Montefranco,F97H20004140002,,Interventi urgenti dissesto idrogeologico e messa in sicurezza versanti strada comunale della Villetta,Comune di Montefranco,411844.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F97H20004140002,055019
EU_1468,OC_129,OC,UMBRIA,TR,Montefranco,F97H21008120001,,Consolidamento scarpata via dei Cardinali,Comune di Montefranco,95900.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F97H21008120001,055019
EU_1470,OC_129,OC,UMBRIA,TR,Polino,C85F21001590001,,"Messa in sicurezza e ripristino funzionale dell'area di pertinenza e di accesso all'Eremo di S. Antonio",Comune di Polino,300000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C85F21001590001,055027
EU_1471,OC_129,OC,UMBRIA,TR,Polino,C85F21001580001,,Messa in sicurezza e ripristino funzionale di un tratto di strada sulla S.P. Arrone-Polino,Comune di Polino,250000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C85F21001580001,055027
EU_1472,OC_129,OC,UMBRIA,TR,Polino,C85F21001570001,,Messa in sicurezza e ripristino funzionale del tratto stradale S.P. polino-Leonessa,Comune di Polino,250000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C85F21001570001,055027
EU_1473,OC_129,OC,UMBRIA,TR,Polino,C85F21000690003,,Archi Via Tre Archi,Comune di Polino,8000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C85F21000690003,055027
EU_1474,OC_129,OC,ABRUZZO,AQ,Bugnara,G94E21003180001,,Lavori di adeguamento e ripristino Chiesa cimiteriale fraz. Torre dei Nolfi,Comune di Bugnara,100000.0,FA_1 - Rup nominato e cronoprogramma condiviso,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G94E21003180001,066012
EU_1475,OC_129,OC,ABRUZZO,AQ,Bugnara,G94E21003160001,,Cimitero di Bugnara - Camera Obitorio,Comune di Bugnara,100000.0,FA_1 - Rup nominato e cronoprogramma condiviso,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G94E21003160001,066012
EU_1476,OC_129,OC,ABRUZZO,AQ,Cagnano Amiterno,H12F20001260001,,Chiesa cimiteriale di San Pelino,Comune di Cagnano Amiterno,135000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H12F20001260001,066013
EU_1477,OC_129,OC,ABRUZZO,AQ,Cagnano Amiterno,H12F20001240001,,"Locale adiacente Chiesa cimiteriale Sant'Antonio",Comune di Cagnano Amiterno,95000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H12F20001240001,066013
EU_1478,OC_129,OC,ABRUZZO,AQ,Calascio,I29C22000010001,,cimitero comunale,Comune di Calascio,500000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I29C22000010001,066014
EU_1479,OC_129,OC,ABRUZZO,AQ,Campotosto,B44H22000360001,,Interventi di riparazione e ripristino strutturale delle aree cimiteriali danneggiate dal sisma 2016. Campotosto Capoluogo,COMUNE DI CAMPOTOSTO,430000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B44H22000360001,066016
EU_1480,OC_129,OC,ABRUZZO,AQ,Campotosto,B44H22000370001,,Interventi di riparazione e ripristino delle aree cimiteriali danneggiate a seguito del sisma 2016. Frazione di Mascioni,COMUNE DI CAMPOTOSTO,500000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B44H22000370001,066016
EU_1481,OC_129,OC,ABRUZZO,AQ,Campotosto,B44H22000380001,,Interventi di riparazione e ripristino strutturale delle aree cimiteriali danneggiate dal sisma 2016. Frazione Poggio Cancelli,COMUNE DI CAMPOTOSTO,390000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B44H22000380001,066016
EU_1482,OC_129,OC,ABRUZZO,AQ,Campotosto,B44H22000390001,,Interventi di riparazione e ripristino strutturale delle aree cimiteriali danneggiate dal sisma 2016. Frazione Di Ortolano,COMUNE DI CAMPOTOSTO,275000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B44H22000390001,066016
EU_1483,OC_129,OC,ABRUZZO,AQ,Civitella Roveto,J62C21002190001,,Miglioramento sismico Cappella funeraria Cimitero capoluogo,Comune di Civitella Roveto,100080.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J62C21002190001,066036
EU_1484,OC_129,OC,ABRUZZO,AQ,Montereale,I86J22000120001,,Torre civica loc. capoluogo,COMUNE DI MONTEREALE,287000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I86J22000120001,066056
EU_1485,OC_129,OC,ABRUZZO,AQ,Montereale,I86J22000140006,,Case popolari fraz. Cavallari,COMUNE DI MONTEREALE,266662.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I86J22000140006,066056
EU_1487,OC_129,OC,ABRUZZO,AQ,Montereale,E88I17001360002,,"Ripristino e adeguamento Residenza Sanitaria Assistenziale di Montereale (L'Aquila)",ASL 1 Abruzzo,4300000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E88I17001360002,066056
EU_1488,OC_129,OC,ABRUZZO,AQ,Montereale,I86J22000130001,,Miglioramento sismico sede municipale e Chiesa del Beato Andrea,COMUNE DI MONTEREALE,2930427.0,FA_1 - Rup nominato e cronoprogramma condiviso,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I86J22000130001,066056
EU_1489,OC_129,OC,ABRUZZO,AQ,Pizzoli,E65E23000210001,,Demolizione e ricostruzione Istituto Comprensivo Don Lorenzo Milani,COMUNE DI PIZZOLI,10360000.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E65E23000210001,066072
EU_1491,OC_129,OC,ABRUZZO,CH,Bucchianico,I25H21000180001,,"Lavori di riparazione restauro e consolidamento Chiesa della Madonna dell'assunta",Comune di Bucchianico,1100000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I25H21000180001,069008
EU_1492,OC_129,OC,ABRUZZO,CH,Bucchianico,I25E22000290005,,"Lavori urgenti di ripristino funzionale dell'ingresso principale e della camera mortuaria del cimitero comunale, con risoluzione delle connesse problematiche igienico sanitarie e il ripristino delle aree interdette",Comune di Bucchianico,620000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I25E22000290005,069008
