comune,prov,ocos,ocos_label,eues_id,eues_id_norm,regione,cupxall,codice_usr,denominazione_interventoxall,categoria,importo_programmato_esclusi_oc_126,fase_di_avanzamento_al_30_aprile_2026,cod_istat_comune,ordinanza_attuale,fase_id,fase_label,soggetto_attuatore,cf_piva_soggetto_attuatore
Crognaleto,TE,OC,Opere comunali,EU_3504,EU_3504,ABRUZZO,,,Opere di straordinaria manutenzione per il completamento del centro polifunzionale comunale sito in F.ne Nerito,11 - Altre opere pubbliche,15153.38,FA_9 - Collaudo,067023,OC_104,FA_9,Collaudo,,
Arquata del Tronto,AP,OC,Opere comunali,EU_0777,EU_777,MARCHE,,3763,Condotta adduttrice tratto Pescara del Tronto - Vezzano,11 - Altre opere pubbliche,1621000,FA_0 - Rup non nominato,044006,OC_109,FA_0,Rup non nominato,,
Acquasanta Terme,AP,OC,Opere comunali,EU_1016,EU_1016,MARCHE,,5347,"Via della Fortezza, 9",5 - Edilizia residenziale pubblica,227400,FA_0 - Rup non nominato,044001,OC_109,FA_0,Rup non nominato,,
Matelica,MC,OC,Opere comunali,EU_1082,EU_1082,MARCHE,,4508,Edilizia Residenziale Pubblica,5 - Edilizia residenziale pubblica,112366.35,FA_0 - Rup non nominato,043024,OC_109,FA_0,Rup non nominato,,
Arquata del Tronto,AP,OC,Opere comunali,EU_0521,EU_521,MARCHE,,3724,Demolizione e ricostruzione centrale Capodacqua,9 - Opere di urbanizzazione e infrastrutture,800000,FA_3 - Incarico di progettazione affidato,044006,OC_109,FA_3,Incarico di progettazione affidato,,
Macerata,MC,OC,Opere comunali,EU_0569,EU_569,MARCHE,,3555,EX CRAS MACERATA - 1° STRALCIO PADIGLIONE CENTRALE,10 - Università,1200000,FA_1 - Rup nominato e cronoprogramma condiviso,043023,OC_109,FA_1,Rup nominato e cronoprogramma condiviso,,
Macerata,MC,OC,Opere comunali,EU_0570,EU_570,MARCHE,,1516,EX CRAS MACERATA - 2° STRALCIO PALAZZINA EX COPISTERIA,10 - Università,800000,FA_1 - Rup nominato e cronoprogramma condiviso,043023,OC_109,FA_1,Rup nominato e cronoprogramma condiviso,,
Macerata,MC,OC,Opere comunali,EU_0571,EU_571,MARCHE,,6577,EX CRAS MACERATA - 3° STRALCIO PALAZZINA FKT,10 - Università,1000000,FA_0 - Rup non nominato,043023,OC_109,FA_0,Rup non nominato,,
Macerata,MC,OC,Opere comunali,EU_0573,EU_573,MARCHE,,3569,"OSPEDALE DI MACERATA - 1° STRALCIO, OSPEDALE CIVILE VECCHIO COMPLESSO",6 - Edilizia sanitaria,1800000,FA_1 - Rup nominato e cronoprogramma condiviso,043023,OC_109,FA_1,Rup nominato e cronoprogramma condiviso,,
Macerata,MC,OC,Opere comunali,EU_0574,EU_574,MARCHE,,6576,"OSPEDALE DI MACERATA - 2° STRALCIO, PALAZZINA 118 - ANATOMIA PATOLOGICA",6 - Edilizia sanitaria,1400000,FA_1 - Rup nominato e cronoprogramma condiviso,043023,OC_109,FA_1,Rup nominato e cronoprogramma condiviso,,
Pollenza,MC,OC,Opere comunali,EU_0584,EU_584,MARCHE,I89C17000110001,2861,Chiesa Santa Maria della Pace,2 - Chiese ed edifici di culto,360000,FA_4 - Progetto definitivo/PFTE approvato,043041,OC_109,FA_4,Progetto definitivo/PFTE approvato,,
Montegallo,AP,OC,Opere comunali,EU_0798,EU_798,MARCHE,,2793,PALAZZETTO BRANCONI,11 - Altre opere pubbliche,115000,FA_2 - Avvio procedure di affidamento contraente per i servizi,044038,OC_109,FA_2,Avvio procedure di affidamento contraente per i servizi,,
Acquasanta Terme,AP,OC,Opere comunali,EU_0952,EU_952,MARCHE,,4903,Completamento Opere Emergenziali: Basamenti Moduli Abitativi,11 - Altre opere pubbliche,50000,FA_9 - Collaudo,044001,OC_109,FA_9,Collaudo,,
Arquata del Tronto,AP,OC,Opere comunali,EU_1020,EU_1020,MARCHE,,4530,Case Popolari Pescara Del Tronto,5 - Edilizia residenziale pubblica,771635.99,FA_1 - Rup nominato e cronoprogramma condiviso,044006,OC_109,FA_1,Rup nominato e cronoprogramma condiviso,,
Ascoli Piceno,AP,OC,Opere comunali,EU_1026,EU_1026,MARCHE,,4676,Condominio Via Abruzzo,5 - Edilizia residenziale pubblica,273956,FA_0 - Rup non nominato,044007,OC_109,FA_0,Rup non nominato,,
Loro Piceno,MC,OC,Opere comunali,EU_1076,EU_1076,MARCHE,,2310,Via C. Colombo 47,5 - Edilizia residenziale pubblica,500000,FA_2 - Avvio procedure di affidamento contraente per i servizi,043022,OC_109,FA_2,Avvio procedure di affidamento contraente per i servizi,,
Macerata,MC,OC,Opere comunali,EU_2397,EU_2397,Marche,I86C23000030001,85,MIGLIORAMENTO SISMICO UFFICI COMUNALI DI VIALE TRIESTE 24 - EX DISTRETTO MILITARE,8 - Municipi,2650000,FA_4 - Progetto definitivo/PFTE approvato,043023,OC_137,FA_4,Progetto definitivo/PFTE approvato,,
Foligno,PG,OC,Opere comunali,EU_3782,EU_3782,UMBRIA,,,Distretto Sanitario Foligno - Edificio ASL Viale Ancona,6 - Edilizia sanitaria,1725000,FA_1 - Rup nominato e cronoprogramma condiviso,054018,OC_263,FA_1,Rup nominato e cronoprogramma condiviso,,
Pietracamela,TE,OC,Opere comunali,EU_2694,EU_2694,ABRUZZO,,,Area Camper Pietracamela ( num. Stalli: 4 ),11 - Altre opere pubbliche,46886.879999999997,FA_0 - Rup non nominato,067034,OC_77,FA_0,Rup non nominato,,
Campotosto,AQ,OC,Opere comunali,EU_2695,EU_2695,ABRUZZO,,,Area Camper Campotosto ( num. Stalli: 4 ),11 - Altre opere pubbliche,46886.84,FA_0 - Rup non nominato,066016,OC_77,FA_0,Rup non nominato,,
Cagnano Amiterno,AQ,OC,Opere comunali,EU_2696,EU_2696,ABRUZZO,,,Area Camper Cagnano Amiterno ( num. Stalli: 4 ),11 - Altre opere pubbliche,46886.84,FA_0 - Rup non nominato,066013,OC_77,FA_0,Rup non nominato,,
Montereale,AQ,OC,Opere comunali,EU_2697,EU_2697,ABRUZZO,,,Area Camper Montereale ( num. Stalli: 4 ),11 - Altre opere pubbliche,46886.84,FA_0 - Rup non nominato,066056,OC_77,FA_0,Rup non nominato,,
Civitella del Tronto,TE,OC,Opere comunali,EU_2700,EU_2700,ABRUZZO,,,Area Camper Civitella Del Tronto ( num. Stalli: 4 ),11 - Altre opere pubbliche,46886.84,FA_0 - Rup non nominato,067017,OC_77,FA_0,Rup non nominato,,
Farindola,PE,OC,Opere comunali,EU_2703,EU_2703,ABRUZZO,,,Area Camper Farindola ( num. Stalli: 4 ),11 - Altre opere pubbliche,46886.84,FA_0 - Rup non nominato,068019,OC_77,FA_0,Rup non nominato,,
Colledara,TE,OC,Opere comunali,EU_2706,EU_2706,ABRUZZO,,,Area Camper Colledara ( num. Stalli: 3 ),11 - Altre opere pubbliche,37500,FA_0 - Rup non nominato,067018,OC_77,FA_0,Rup non nominato,,
Pizzoli,AQ,OC,Opere comunali,EU_2707,EU_2707,ABRUZZO,,,Area Camper Pizzoli ( num. Stalli: 1 ),11 - Altre opere pubbliche,9150,FA_0 - Rup non nominato,066072,OC_77,FA_0,Rup non nominato,,
Castelli,TE,OC,Opere comunali,EU_2709,EU_2709,ABRUZZO,,,Area Camper Castelli ( num. Stalli: 3 ),11 - Altre opere pubbliche,37500,FA_0 - Rup non nominato,067012,OC_77,FA_0,Rup non nominato,,
Teramo,TE,OC,Opere comunali,EU_2711,EU_2711,ABRUZZO,,,Area Camper Teramo ( num. Stalli: 4 ),11 - Altre opere pubbliche,46886.84,FA_0 - Rup non nominato,067041,OC_77,FA_0,Rup non nominato,,
Isola del Gran Sasso d'Italia,TE,OC,Opere comunali,EU_2714,EU_2714,ABRUZZO,,,Area Camper Isola Del Gran Sasso D'Italia ( num. Stalli: 4 ),11 - Altre opere pubbliche,46886.84,FA_0 - Rup non nominato,067026,OC_77,FA_0,Rup non nominato,,
Caldarola,MC,OC,Opere comunali,EU_3017,EU_3017,Marche,,14_007_MAR_003,De Magistris,10 - Scuole,0,FA_9 - Collaudo,043006,OC_14,FA_9,Collaudo,,
Sarnano,MC,OC,Opere comunali,EU_3027,EU_3027,Marche,,14_017_MAR_013,Scuola materna G. Leopardi,10 - Scuole,0,FA_9 - Collaudo,043049,OC_14,FA_9,Collaudo,,
Castelsantangelo sul Nera,MC,OS,Opere statali,ES_79,ES_79,MARCHE,,7817,"Interventi urgenti di messa in sicurezza idraulica del Torrente Ussita nel Comune di Visso - Attività per supporto scientifico, tecnico e strategico ai fini della progettazione degli interventi di mitigazione del rischio idrogeologico nei Comuni di Castelsantangelo sul Nera, Ussita e Visso",4 - Dissesti,3500000,FA_9 - Collaudo,043010,OS_23,FA_9,Collaudo,,
Loro Piceno,MC,OS,Opere statali,ES_XX,,MARCHE,,7826,Costruzione appartamento Comunale,5 - Edilizia residenziale pubblica,360000,FA_0 - Rup non nominato,043022,OS_73,FA_0,Rup non nominato,,
Loro Piceno,MC,OS,Opere statali,ES_144,ES_144,MARCHE,,7827,Delocalizzzazione edifici Erap di Via C. Colombo,5 - Edilizia residenziale pubblica,4840290,FA_0 - Rup non nominato,043022,OS_73,FA_0,Rup non nominato,,
Acquasanta Terme,AP,OS,Opere statali,ES_1072,ES_1072,MARCHE,,8859,Sistemazione dell’accessibilità e definizione delle nuove reti dei relativi sottoservizi nella frazione di Falciano,9 - Opere di urbanizzazione e infrastrutture,3360550,FA_0 - Rup non nominato,044001,OS_108,FA_0,Rup non nominato,,
Acquasanta Terme,AP,OS,Opere statali,ES_1071,ES_1071,MARCHE,,8860,Riparazione e recupero di tratti di opere di sostegno danneggiate e della viabilità interna al Capoluogo con contestuale riparazione dei relativi sottoservizi - analisi dello stato di fatto e progettazione degli interventi,9 - Opere di urbanizzazione e infrastrutture,200200,FA_0 - Rup non nominato,044001,OS_108,FA_0,Rup non nominato,,
Acquasanta Terme,AP,OS,Opere statali,ES_1070,ES_1070,MARCHE,,8858,Sistemazione dell’accessibilità e definizione delle nuove reti dei sottoservizi nella frazione di Vallecchia Monte Acuto - analisi dello stato di fatto e progettazione degli interventi”,9 - Opere di urbanizzazione e infrastrutture,149900,FA_0 - Rup non nominato,044001,OS_108,FA_0,Rup non nominato,,
Camerino,MC,OS,Opere statali,ES_6,ES_6,MARCHE,,7747,Interramento linea Alta Tensione Terna Valcimarra,9 - Opere di urbanizzazione e infrastrutture,2030000,FA_0 - Rup non nominato,043007,OS_57,FA_0,Rup non nominato,,
Fermo,FM,OS,Opere statali,ES_XXX,,MARCHE,,1021,LICEO SCIENTIFICO ONESTI CORPO D,10 - Scuole,1532640,FA_3 - Incarico di progettazione affidato,109006,OS_31,FA_3,Incarico di progettazione affidato,,
Tolentino,MC,OS,Opere statali,ES_XXX,,MARCHE,,6721,Asilo Nido N. Green,10 - Scuole,2062000,FA_0 - Rup non nominato,043053,OS_31,FA_0,Rup non nominato,,
Acquasanta Terme,AP,OS,Opere statali,ES_1073,ES_1073,MARCHE,,8861,Rifacimento della passerella interna che consente l’accesso alla Grotta sudatoria del complesso termale pubblico del Capoluogo”,11 - Altre opere pubbliche,921000,FA_0 - Rup non nominato,044001,OS_108,FA_0,Rup non nominato,,
Loro Piceno,MC,OS,Opere statali,ES_145,ES_145,MARCHE,,7825,Sistemazione Aree di sedime attuali edifici in via C. Colombo,11 - Altre opere pubbliche,392000,FA_0 - Rup non nominato,043022,OS_73,FA_0,Rup non nominato,,
Tolentino,MC,OS,Opere statali,ES_119,ES_119,MARCHE,,7828,"Finanziamento dell’acquisizione dell’area individuata in Contrada Pace su cui realizzare il plesso scolastico di cui all'art.1, comma 1, lett.c, OS n.33/2024 s.m.i.",11 - Altre opere pubbliche,2635574.88,FA_1 - Rup nominato e cronoprogramma condiviso,043053,OS_33,FA_1,Rup nominato e cronoprogramma condiviso,,
Ussita,MC,OS,Opere statali,ES_47,ES_47,MARCHE,,7796,ADDUZIONE IDRICA AI RIFUGI CRISTO DELLE NEVI E CORNACCIONE,11 - Altre opere pubbliche,480000,FA_0 - Rup non nominato,043056,OS_70,FA_0,Rup non nominato,,
Arquata del Tronto,AP,OS,Opere statali,ES_389,ES_389,MARCHE,,7816,OS.40 - ART 5 - ACQUISIZIONE DELLE AREE OGGETTO DI NUOVA LOCALIZZAZIONE DI ABITATI” nel Comune di Arquata del Tronto:,11 - Altre opere pubbliche,778016.1,FA_0 - Rup non nominato,044006,OS_40,FA_0,Rup non nominato,,
Amatrice,RI,OS,Opere statali,ES_482,ES_482,LAZIO,,P24.0029-0001,Cimitero di Sommati,3 - Cimiteri,2200000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_483,ES_483,LAZIO,,P24.0029-0003,Cimitero di Sant' Angelo,3 - Cimiteri,1800000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_484,ES_484,LAZIO,,P24.0029-0002,Cimitero di San Lorenzo a Flaviano,3 - Cimiteri,2000000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_485,ES_485,LAZIO,,P24.0029-0002,Cimitero di San Tomasso,3 - Cimiteri,200000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_486,ES_486,LAZIO,,P24.0029-0001,Cimitero di Pasciano,3 - Cimiteri,400000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_487,ES_487,LAZIO,,P24.0029-0003,Cimitero di Cornillo Nuovo,3 - Cimiteri,100000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_488,ES_488,LAZIO,,P24.0029-0003,Cimitero di Preta,3 - Cimiteri,500000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_489,ES_489,LAZIO,,P24.0029-0003,Cimitero di Prato/Cascello,3 - Cimiteri,600000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_490,ES_490,LAZIO,,P24.0029-0002,Cimitero di Santa Giusta,3 - Cimiteri,300000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_491,ES_491,LAZIO,,P24.0029-0002,Cimitero di Patarico/Domo,3 - Cimiteri,400000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_492,ES_492,LAZIO,,P24.0029-0001,Cimitero di Torrita,3 - Cimiteri,650000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_493,ES_493,LAZIO,,P24.0029-0001,Cimitero di Scai,3 - Cimiteri,220000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_494,ES_494,LAZIO,,P24.0029-0004,Cimitero di Roccapassa,3 - Cimiteri,720000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_495,ES_495,LAZIO,,P24.0029-0004,Cimitero di Configno,3 - Cimiteri,250000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_496,ES_496,LAZIO,,P24.0029-0004,Cimitero di Pinaco Arafranca,3 - Cimiteri,260000,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Amatrice,RI,OS,Opere statali,ES_528,ES_528,LAZIO,,P24.0029-0004,Recupero e ricostruzione cimitero frazione di Retrosi,3 - Cimiteri,2104500,FA_3 - Incarico di progettazione affidato,057002,OS_42,FA_3,Incarico di progettazione affidato,,
Accumoli,RI,OS,Opere statali,ES_271,ES_271,LAZIO,,P23.0090-0005,Rifacimento ed aeguamento delle opere di urbanizzazione – 1° e 2° stralcio,9 - Opere di urbanizzazione e infrastrutture,2960000,FA_4 - Progetto definitivo/PFTE approvato,057001,OS_17,FA_4,Progetto definitivo/PFTE approvato,,
Accumoli,RI,OS,Opere statali,ES_272,ES_272,LAZIO,,,Rifacimento ed aeguamento delle opere di urbanizzazione – integrazione 1° stralcio,9 - Opere di urbanizzazione e infrastrutture,0,FA_4 - Progetto definitivo/PFTE approvato,057001,OS_17,FA_4,Progetto definitivo/PFTE approvato,,
Amatrice,RI,OS,Opere statali,ES_436,ES_436,LAZIO,,P24.0022-0069,Rifacimento ed adeguamento delle opere di urbanizzazione nella frazione di COSSITO,9 - Opere di urbanizzazione e infrastrutture,1500000,FA_2 - Avvio procedure di affidamento contraente per i servizi,057002,OS_42,FA_2,Avvio procedure di affidamento contraente per i servizi,,
Amatrice,RI,OS,Opere statali,ES_437,ES_437,LAZIO,,P24.0022-0070,Rifacimento ed adeguamento delle opere di urbanizzazione nella frazione di CORNELLE DI SOTTO,9 - Opere di urbanizzazione e infrastrutture,585000,FA_2 - Avvio procedure di affidamento contraente per i servizi,057002,OS_42,FA_2,Avvio procedure di affidamento contraente per i servizi,,
Amatrice,RI,OS,Opere statali,ES_438,ES_438,LAZIO,,P24.0022-0069,Rifacimento ed adeguamento delle opere di urbanizzazione nelle frazioni di San Capone e Collalto,9 - Opere di urbanizzazione e infrastrutture,720000,FA_2 - Avvio procedure di affidamento contraente per i servizi,057002,OS_42,FA_2,Avvio procedure di affidamento contraente per i servizi,,
Amatrice,RI,OS,Opere statali,ES_439,ES_439,LAZIO,,P24.0022-0069,Rifacimento ed adeguamento delle opere di urbanizzazione nella frazione di SAN LORENZO A FLAVIANO E RIO,9 - Opere di urbanizzazione e infrastrutture,2500000,FA_2 - Avvio procedure di affidamento contraente per i servizi,057002,OS_42,FA_2,Avvio procedure di affidamento contraente per i servizi,,
Amatrice,RI,OS,Opere statali,ES_440,ES_440,LAZIO,,P24.0022-0069,Rifacimento ed adeguamento delle opere di urbanizzazione nella frazione di SAN TOMMASO,9 - Opere di urbanizzazione e infrastrutture,580000,FA_2 - Avvio procedure di affidamento contraente per i servizi,057002,OS_42,FA_2,Avvio procedure di affidamento contraente per i servizi,,
Amatrice,RI,OS,Opere statali,ES_442,ES_442,LAZIO,,P24.0022-0070,Rifacimento ed adeguamento delle opere di urbanizzazione nella frazione Musicchio,9 - Opere di urbanizzazione e infrastrutture,800000,FA_2 - Avvio procedure di affidamento contraente per i servizi,057002,OS_42,FA_2,Avvio procedure di affidamento contraente per i servizi,,
Amatrice,RI,OS,Opere statali,ES_443,ES_443,LAZIO,,P24.0022-0069,Rifacimento ed adeguamento delle opere di urbanizzazione nella frazione di SALETTA,9 - Opere di urbanizzazione e infrastrutture,1800000,FA_2 - Avvio procedure di affidamento contraente per i servizi,057002,OS_42,FA_2,Avvio procedure di affidamento contraente per i servizi,,
Amatrice,RI,OS,Opere statali,ES_446,ES_446,LAZIO,,P23.0089-0069,Intervento di consolidamento del muro di protezione in testa al muro di sostegno del corpo stradale Fraz. Pinaco Arafranco,9 - Opere di urbanizzazione e infrastrutture,103656,FA_4 - Progetto definitivo/PFTE approvato,057002,OS_42,FA_4,Progetto definitivo/PFTE approvato,,
Amatrice,RI,OS,Opere statali,ES_447,ES_447,LAZIO,,,Lavori di sistemazione del ponte di San Tommaso,9 - Opere di urbanizzazione e infrastrutture,550000,FA_2 - Avvio procedure di affidamento contraente per i servizi,057002,OS_42,FA_2,Avvio procedure di affidamento contraente per i servizi,,
Amatrice,RI,OS,Opere statali,ES_462,ES_462,LAZIO,,,Rifacimento ed adeguamento Ponte Casali della Meta,9 - Opere di urbanizzazione e infrastrutture,158000,FA_2 - Avvio procedure di affidamento contraente per i servizi,057002,OS_42,FA_2,Avvio procedure di affidamento contraente per i servizi,,
Amatrice,RI,OS,Opere statali,ES_1064,ES_1064,LAZIO,,P25.0016-0006,Rispristino e messa in sicurezza della strada comunale Scai - Roccapassa,9 - Opere di urbanizzazione e infrastrutture,670000,FA_1 - Rup nominato e cronoprogramma condiviso,057002,OS_112,FA_1,Rup nominato e cronoprogramma condiviso,,
Amatrice,RI,OS,Opere statali,ES_1065,ES_1065,LAZIO,,P25.0016-0007,Rispristino e messa in sicurezza della strada comunale Scai - Stalla sociale comunità montana,9 - Opere di urbanizzazione e infrastrutture,220000,FA_1 - Rup nominato e cronoprogramma condiviso,057002,OS_112,FA_1,Rup nominato e cronoprogramma condiviso,,
Valle Castellana,TE,OS,Opere statali,ES_1049,ES_1049,ABRUZZO,,,"Capoluogo, interventi per rete di servizi e viaria e interventi per spazi pubblici",9 - Opere di urbanizzazione e infrastrutture,5432847.8300000001,FA_5 - Progetto esecutivo approvato,067046,OS_97,FA_5,Progetto esecutivo approvato,,
Valle Castellana,TE,OS,Opere statali,ES_1050,ES_1050,ABRUZZO,,,"Pietralata, interventi per rete di servizi e viaria e interventi per spazi pubblici",9 - Opere di urbanizzazione e infrastrutture,2320006.88,FA_5 - Progetto esecutivo approvato,067046,OS_97,FA_5,Progetto esecutivo approvato,,
Valle Castellana,TE,OS,Opere statali,ES_1051,ES_1051,ABRUZZO,,,"Area di emergenza Pietralata, interventi per rete di servizi e viaria e interventi per spazi pubblici",9 - Opere di urbanizzazione e infrastrutture,519396.71,FA_5 - Progetto esecutivo approvato,067046,OS_97,FA_5,Progetto esecutivo approvato,,
Valle Castellana,TE,OS,Opere statali,ES_1052,ES_1052,ABRUZZO,,,"Prevenisco, interventi per rete di servizi e viaria e interventi per spazi pubblici",9 - Opere di urbanizzazione e infrastrutture,1289985.6200000001,FA_5 - Progetto esecutivo approvato,067046,OS_97,FA_5,Progetto esecutivo approvato,,
Valle Castellana,TE,OS,Opere statali,ES_1053,ES_1053,ABRUZZO,,,"Mattere, interventi per rete di servizi e viaria e interventi per spazi pubblici",9 - Opere di urbanizzazione e infrastrutture,1170667.56,FA_5 - Progetto esecutivo approvato,067046,OS_97,FA_5,Progetto esecutivo approvato,,
Valle Castellana,TE,OS,Opere statali,ES_1054,ES_1054,ABRUZZO,,,"Ceraso, interventi per rete di servizi e viaria e interventi per spazi pubblici",9 - Opere di urbanizzazione e infrastrutture,1670378.08,FA_5 - Progetto esecutivo approvato,067046,OS_97,FA_5,Progetto esecutivo approvato,,
Valle Castellana,TE,OS,Opere statali,ES_1055,ES_1055,ABRUZZO,,,"Area di emergenzaCeraso, interventi per rete di servizi e viaria e interventi per spazi pubblici",9 - Opere di urbanizzazione e infrastrutture,352672.6,FA_5 - Progetto esecutivo approvato,067046,OS_97,FA_5,Progetto esecutivo approvato,,
Valle Castellana,TE,OS,Opere statali,ES_1056,ES_1056,ABRUZZO,,,"San Vito e Gabbia, interventi per rete di servizi e viaria e interventi per spazi pubblici",9 - Opere di urbanizzazione e infrastrutture,2367694.83,FA_5 - Progetto esecutivo approvato,067046,OS_97,FA_5,Progetto esecutivo approvato,,
Valle Castellana,TE,OS,Opere statali,ES_1057,ES_1057,ABRUZZO,,,"San Giacomo, interventi per rete di servizi e viaria e interventi per spazi pubblici",9 - Opere di urbanizzazione e infrastrutture,2867586.45,FA_5 - Progetto esecutivo approvato,067046,OS_97,FA_5,Progetto esecutivo approvato,,
