cup,soggetto_titolare,cf_piva_soggetto,categoria_soggetto,sotto_categoria_soggetto,natura,tipologia_intervento,settore_intervento,sotto_settore_intervento,categoria_intervento,descrizione_cup,anno_decisione,importo_costo_progetto,importo_finanziamento,tipo_copertura,strumento,numero_cup_collegati,cup_master_collegato,url_opencup
H71J23000210001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE AMBIENTALI E RISORSE IDRICHE,DIFESA DEL SUOLO,ABITATI,RIPARAZIONE DANNI SISMA E MITIGAZIONE DEL DISSESTO DEL MURAGLIONE SU IMMOBILE ERP IN VIA MARCONI IN FRAZIONE BALZO*VIA MARCONI - FRAZ. BALZO*RIPARAZIONE DANNI SISMA E MITIGAZIONE,2023,400000.0,400000.0,STATALE,ALTRO-Sisma 2009-2016 - Programma di rigenerazione urbana - Scheda 2,0,"",https://opencup.gov.it/portale/progetto/-/cup/H71J23000210001
H72F23000300001,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE MARCHE,93151650426,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI REGIONALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,CIMITERI,O.C.S.R. N. 137 DEL 29/03/2023 - RIPRISTINO FUNZIONALE DEL CIMITERO CIVICO DEL COMUNE DI PALMIANO (AP) - INTERVENTO N. 544 ALL.B*STRADA PROVINCIALE 65*O.C.S.R. N. 137 DEL 29/03/2023 - RIPRISTINO FUNZIONALE DEL CIMITERO CIVICO DEL COMUNE DI PALMIANO (AP) - INTERVENTO N. 544 ALL.B,2023,142000.0,142000.0,STATALE,"ALTRO-O.C.S.R. N. 137 DEL 29/03/2023, O.C.S.R. N. 141 DEL 30/05/2023",0,"",https://opencup.gov.it/portale/progetto/-/cup/H72F23000300001
H72F23000310001,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE MARCHE,93151650426,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI REGIONALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE,O.C.S.R. N. 137 DEL 29/03/2023 - RIPRISTINO E MIGLIORAMENTO FUNZIONALE INFRASTRUTTURE E SOTTOSERVIZI IN FRAZIONE APPOIANO (AP) - INTERVENTO N. ID.185 ALL.A1*STRADA PROVINCIALE 93 - LOCALITÀ APPOIANO*O.C.S.R. N. 137 DEL 29/03/2023 - RIPRISTINO E MIGLIORAMENTO FUNZIONALE INFRASTRUTTURE E SOTTOSERVIZI IN FRAZIONE APPOIANO (AP) - INTERVENTO N. ID.185 ALL.A1,2023,209000.0,209000.0,STATALE,"ALTRO-O.C.S.R. N. 137 DEL 29/03/2023, O.C.S.R. N. 141 DEL 30/05/2023",0,"",https://opencup.gov.it/portale/progetto/-/cup/H72F23000310001
H73B19000180009,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,INFRASTRUTTURE SOCIALI,"SPORT, SPETTACOLO E TEMPO LIBERO",ALTRE STRUTTURE RICREATIVE,REALIZZAZIONE DEL CENTRO POLIFUNZIONALE IN FRAZIONE BALZO NEL COMUNE DI MONTEGALLO (AP)*VIA FRAZIONE BALZO - EX CAMPO SPORTIVO*DEMOLIZIONE SPOGLIATOI CAMPO SPORTIVO E REALIZZAZIONE DEL CENTRO POLIFUNZIONALE,2019,200000.0,200000.0,"ALTRA PUBBLICA, COMUNALE",ALTRO-PIANO TRIENNALE DEI LAVORI PUBBLICI DEL COMUNE DI MONTEGALLO,0,"",https://opencup.gov.it/portale/progetto/-/cup/H73B19000180009
H73C18000080002,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,"OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE",OPERE E STRUTTURE PER IL TURISMO,ALTRE STRUTTURE DI RICETTIVITA' TURISTICA,CASA VACANZE LA VALLE*FRAZIONE FONDITORE*SISMA 2016 2017: APPARTAMENTI: RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO,2018,830000.0,830000.0,REGIONALE,ALTRO-PROGRAMMA LAVORI PUBBLICI,0,"",https://opencup.gov.it/portale/progetto/-/cup/H73C18000080002
H73D20001690006,A.T.E.R. REGIONE UMBRIA,01457790556,ENTI ED IMPRESE DI GESTIONE DEL PATRIMONIO IMMOBILIARE PUBBLICO,ATER,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RECUPERO,INFRASTRUTTURE SOCIALI,ABITATIVE,FABBRICATI RESIDENZIALI URBANI,"SISMA 2016 - PRIMO PIANO STRALCIO PROGRAMMA DI RIPARAZIONE PATRIMONIO DI ERS  OC 27 DEL 09.06.2017  INTERVENTO DI RIPRISTINO POST SISMA  EDIFICIO DI PROPRIETAATER UMBRIA SITO IN CERRETO DI SPOLETO - LOC. TRIPONZO - VIA S.CATERINA, 1/A*VIA SANTA CATERINA 1A*SISMA 2016 - PRIMO PIANO STRALCIO PROGRAMMA DI RIPARAZIONE PATRIMONIO DI ERS  OC 27 DEL 09.06.2017  INTERVENTO DI RIPRISTINO POST SISMA  EDIFICIO DI PROPRIETAATER UMBRIA SITO IN CERRETO DI SPOLETO - LOC. TRIPONZO - VIA S.CATERINA, 1/A",2020,471000.0,471000.0,"ALTRA PUBBLICA, STATALE",ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/H73D20001690006
H74B17000060001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE SOCIALI,ABITATIVE,EDIFICI DANNEGGIATI DA CALAMITA' NATURALI,"EDIFICIO DI EDILIZIA RESIDENZIALE PUBBLICA, E.R.P.*FRAZIONE PROPEZZANO*SISMA 2016 2017: RIPRISTINO DANNI CON MIGLIORAMENTO SISMICO DA DESTINARE AL SODDISFACIMENTO DEL BISOGNO ABITATIVO",2017,346040.0,346040.0,STATALE,ALTRO-PROGRAMMA TRIENNALE LAVORI PUBBLICI,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74B17000060001
H74B17000070001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE SOCIALI,ABITATIVE,EDIFICI DANNEGGIATI DA CALAMITA' NATURALI,"EDIFICIO DI EDILIZIA RESIDENZIALE PUBBLICA, E.R.P.*FRAZIONE BALZO*SISMA 2016 2017: RIPRISTINO DANNI CON MIGLIORAMENTO SISMICO DA DESTINARE AL SODDISFACIMENTO DEL BISOGNO ABITATIVO",2017,255184.0,255184.0,STATALE,ALTRO-PROGRAMMA TRIENNALE LAVORI PUBBLICI,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74B17000070001
H74D23000520001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,ALTRE STRUTTURE SOCIALI,RIPRISTINO E RIPARAZIONE DANNI SISMA DELLA SALA POLIFUNZIONALE SITUATA IN PIAZZA TALIANI IN FRAZIONE BALZO*PIAZZA TALIANI*RIPRISTINO E RIPARAZIONE DANNI SISMA,2023,100000.0,100000.0,STATALE,ALTRO-Sisma 2009-2016 - Programma di rigenerazione urbana - Scheda 2,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74D23000520001
H74H18000010002,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA PER ACCESSIBILITA' E ABBATTIMENTO DELLE BARRIERE ARCHITETTONICHE,"OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE",STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI,CENTRI COMMERCIALI,AREA COMMERCIALE E CENTRO OPERATIVO COMUNALE*FRAZIONE BALZO*COMPLETAMENTO OPERE EMERGENZIALI: URBANIZZAZIONE AREA COMMERCIALE E CENTRO OPERATIVO COMUNALE,2018,215000.0,215000.0,REGIONALE,ALTRO-PROGRAMMA LAVORI PUBBLICI,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74H18000010002
H74H23000140001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ARREDO URBANO,"RIPARAZIONE DANNI SISMA E SISTEMAZIONE DELLA PIAZZA DI FRAZIONE PROPEZZANO, CON RIPRISTINO DI FONTANILE E LAVATOIO*FRAZ. PROPEZZANO*RIPARAZIONE DANNI SISMA E SISTEMAZIONE CON RIPRISTINO",2023,140000.0,140000.0,STATALE,ALTRO-SISMA 2009-2016 - PROGRAMMA DI RIGENERAZIONE URBANA - SCHEDA 2,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74H23000140001
H74H23000150001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ARREDO URBANO,RIPARAZIONE DANNI SISMA E RIQUALIFICAZIONE PIAZZA IN FRAZIONE BISIGNANO*FRAZ. BISIGNANO*RIPARAZIONE DANNI SISMA E RIQUALIFICAZIONE,2023,220000.0,220000.0,STATALE,ALTRO-Sisma 2009-2016 - Programma di rigenerazione urbana - Scheda 2,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74H23000150001
H74H23000160001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ARREDO URBANO,RIPARAZIONE DANNI SISMA E RIQUALIFICAZIONE PIAZZA IN FRAZIONE CORBARA*FRAZ. CORBARA*RIPARAZIONE DANNI SISMA E RIQUALIFICAZIONE,2023,200000.0,200000.0,STATALE,ALTRO-SISMA 2009-2016 - PROGRAMMA DI RIGENERAZIONE URBANA - SCHEDA 2,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74H23000160001
H74H23000170001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ARREDO URBANO,RIQUALIFICAZIONE AREA CON REALIZZAZIONE PARCO ED ATTREZZATURE FRAZ. PROPEZZANO*FRAZ. PROPEZZANO*RIQUALIFICAZIONE URBANA,2023,350000.0,350000.0,STATALE,ALTRO-SISMA 2009-2016 - PROGRAMMA DI RIGENERAZIONE URBANA - SCHEDA 2,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74H23000170001
H74H23000180001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,CIMITERI,RIPARAZIONE DANNI E RIPRISTINO CON MIGLIORAMENTO/ADEGUAMENTO SISMICO DEL CIMITERO COMUNALE DI PIANO*FRAZ. PIANO*RIPARAZIONE DANNI E RIPRISTINO CON MIGLIORAMENTO/ADEGUAMENTO SISMICO,2023,1000000.0,1000000.0,STATALE,ALTRO-Sisma 2016 - PIANO OPERE PUBBLICHE  CIMITERI E MUNICIPI,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74H23000180001
H74H23000190001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,CIMITERI,RIPARAZIONE DANNI E RIPRISTINO CON MIGLIORAMENTO/ADEGUAMENTO SISMICO DEL CIMITERO CIVICO DI BALZO*FRAZ. BALZO*RIPARAZIONE DANNI E RIPRISTINO CON MIGLIORAMENTO/ADEGUAMENT,2023,1300000.0,1300000.0,STATALE,ALTRO-Sisma 2016 - PIANO OPERE PUBBLICHE  CIMITERI E MUNICIPI,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74H23000190001
H74H23000200001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,CIMITERI,RIPARAZIONE DANNI E RIPRISTINO CON MIGLIORAMENTO/ADEGUAMENTO SISMICO DEL CIMITERO IN FRAZIONE PROPEZZANO*FRAZ. PROPEZZANO*RIPARAZIONE DANNI E RIPRISTINO CON MIGLIORAMENTO/ADEGUAMENTO SISMICO,2023,600000.0,600000.0,STATALE,ALTRO-Sisma 2016 - PIANO OPERE PUBBLICHE  CIMITERI E MUNICIPI,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74H23000200001
H74H23000210001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ARREDO URBANO,"RIPARAZIONE DANNI SISMA, RIPRISTINO E RIQUALIFICAZIONE PIAZZA PRINCIPALE FORCA*FRAZ. FORCA*RIPARAZIONE DANNI SISMA, RIPRISTINO E RIQUALIFICAZIONE",2023,500000.0,500000.0,STATALE,ALTRO-Sisma 2009-2016 - Programma di rigenerazione urbana - Scheda 2,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74H23000210001
H74H23000220001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ARREDO URBANO,RIPARAZIONE DANNI SISMA E RIQUALIFICAZIONE PIAZZETTA IN LOC. FORCA*FRAZ. FORCA*RIPARAZIONE DANNI SISMA E RIQUALIFICAZIONE,2023,500000.0,500000.0,STATALE,ALTRO-SISMA 2009-2016 - PROGRAMMA DI RIGENERAZIONE URBANA - SCHEDA 2,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74H23000220001
H74H23000230001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ARREDO URBANO,RIPARAZIONE DANNI SISMA E RIQUALIFICAZIONE PIAZZA TALIANI E CORSO IN FRAZIONE BALZO*FRAZ. BALZO*RIPARAZIONE DANNI SISMA E RIQUALIFICAZIONE,2023,800000.0,800000.0,STATALE,ALTRO-Sisma 2009-2016 - Programma di rigenerazione urbana - Scheda 2,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74H23000230001
H74H23000370001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ARREDO URBANO,"RIPARAZIONE DANNI SISMA E RIQUALIFICAZIONE PIAZZA F.BONELLI E RIPRISTINO MURO DI CONTENIMENTO IN FRAZIONE BALZO*PIAZZA BONELLI - FRAZ. BALZO*RIPARAZIONE DANNI SISMA, RIQUALIFICAZIONE E RIPRISTINO",2023,1800000.0,1800000.0,STATALE,ALTRO-SISMA 2009-2016 - PROGRAMMA DI RIGENERAZIONE URBANA - SCHEDA 2,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74H23000370001
H74J23000140001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,"SPORT, SPETTACOLO E TEMPO LIBERO",ALTRE STRUTTURE RICREATIVE,RIPARAZIONE DANNI SISMA PISCINA COMUNALE E RIQUALIFICAZIONE AREA ANTISTANTE L'EDIFICIO AD USO BAR E SERVIZI*STRADA PER SAN NICOLA - FRAZ. BALZO*RIPARAZIONE DANNI SISMA E RIQUALIFICAZIONE AREA,2023,1850000.0,1850000.0,STATALE,ALTRO-Sisma 2009-2016 - Programma di rigenerazione urbana - Scheda 2,0,"",https://opencup.gov.it/portale/progetto/-/cup/H74J23000140001
H75B23000360001,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE MARCHE,93151650426,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI REGIONALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO,INFRASTRUTTURE SOCIALI,DIREZIONALI E AMMINISTRATIVE,STRUTTURE/INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE,"O.C.S.R. N. 137 DEL 29/03/2023   RECUPERO E MIGLIORAMENTO SISMICO SEDE COMUNALE - ALLEGATO B N. 545*PIAZZA UMBERTO I, N.5*O.C.S.R. N. 137 DEL 29/03/2023   RECUPERO E MIGLIORAMENTO SISMICO SEDE COMUNALE - ALLEGATO B N. 545",2023,649000.0,649000.0,STATALE,"ALTRO-O.C.S.R. N. 137 DEL 29/03/2023, O.C.S.R. N. 141 DEL 30/05/2023",0,"",https://opencup.gov.it/portale/progetto/-/cup/H75B23000360001
H75J19000030002,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE AMBIENTALI E RISORSE IDRICHE,DIFESA DEL SUOLO,ALTRE INFRASTRUTTURE/STRUTTURE DI DIFESA DEL SUOLO,FRANA R4 - PAI ASTORARA*LOCALITA' ASTORARA*DISSESTO IDROGEOLOGICO A MONTE DELLA FRAZIONE ASTORARA  R4 PAI,2019,3350000.0,3350000.0,REGIONALE,ALTRO-PROGRAMMA TRIENNALE LL.PP.,0,"",https://opencup.gov.it/portale/progetto/-/cup/H75J19000030002
H76I18000080002,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE SOCIALI,ABITATIVE,EDIFICI DANNEGGIATI DA CALAMITA' NATURALI,"EDIFICIO EDILIZIA RESIDENZIALE PUBBLICA, E.R.P.*FRAZIONE PROPEZZANO 56*SISMA 2016 2017: RIPRISTINO DANNI CON MIGLIORAMENTO SISMICO",2018,240000.0,240000.0,REGIONALE,ALTRO-PROGRAMMA TRIENNALE LAVORI PUBBLICI,0,"",https://opencup.gov.it/portale/progetto/-/cup/H76I18000080002
H76I19000000002,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RISTRUTTURAZIONE CON EFFICIENTAMENTO ENERGETICO,"OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE",OPERE E STRUTTURE PER IL TURISMO,ALTRE STRUTTURE DI RICETTIVITA' TURISTICA,COUNTRY-HOUSE*FRAZIONE COLLE*EMERGENZA SISMA 2016 2017 - RICOSTRUZIONE EDIFICIO,2019,1100000.0,1100000.0,REGIONALE,ALTRO-PROGRAMMA TRIENNALE LL.PP.,0,"",https://opencup.gov.it/portale/progetto/-/cup/H76I19000000002
H76I23000100005,COMUNE DI CANTIANO - PS -,00158390419,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,CULTO,CHIESE,CIMITERO CIVICO MONUMENTALE*VIA DELLA PESCHIERA*RISANAMENTO CONSERVATIVO E RIPARAZIONE DANNI DAL SISMA DEL CIMITERO COMUNALE,2023,150000.0,150000.0,ALTRA PUBBLICA,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/H76I23000100005
H77E20000040006,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,INFRASTRUTTURE SOCIALI,PUBBLICA SICUREZZA,EDIFICI ED INFRASTRUTTURE PER LA PROTEZIONE CIVILE,REALIZZAZIONE STRUTTURA STRATEGICA COMUNALE PER ESIGENZE DI PROTEZIONE CIVILE*FRAZIONE BALZO*REALIZZAZIONE STRUTTURA STRATEGICA COMUNALE PER ESIGENZE DI PROTEZIONE CIVILE A SERVIZIO DELL'INTERA COMUNITA' LOCALE,2020,300000.0,300000.0,"COMUNALE, REGIONALE",ALTRO-PROGRAMMA TRIENNALE LAVORI PUBBLICI,0,"",https://opencup.gov.it/portale/progetto/-/cup/H77E20000040006
H78H18000020002,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,"OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE",OPERE E STRUTTURE PER IL TURISMO,ALTRE STRUTTURE DI RICETTIVITA' TURISTICA,OSTELLO GRANDE ANELLO DEI SIBILLINI*FRAZIONE COLLE 14*SISMA 2016 2017: RIPARAZIONE DANNI CON RAFFORZAMENTO LOCALE,2018,320000.0,320000.0,REGIONALE,ALTRO-PROGRAMMA TRIENNALE LAVORI PUBBLICI,0,"",https://opencup.gov.it/portale/progetto/-/cup/H78H18000020002
H78H23000110001,COMUNE DI MONTEGALLO - ASCOLI PICENO -,00357070440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA PER DISSESTO IDROGEOLOGICO,INFRASTRUTTURE AMBIENTALI E RISORSE IDRICHE,DIFESA DEL SUOLO,ABITATI,MITIGAZIONE DISSESTO IDROGEOLOGICO A RIDOSSO DELLA CHIESA DI MADONNA DEL CARMINE IN FRAZIONE USCERNO*FRAZ. USCERNO*INTERVENTI DI MITIGAZIONE,2023,220000.0,220000.0,STATALE,ALTRO-SISMA 2009-2016 - PROGRAMMA DI RIGENERAZIONE URBANA - SCHEDA 2,0,"",https://opencup.gov.it/portale/progetto/-/cup/H78H23000110001
