stato,inizio,fine,sindacati,settore,categoria,modalita,rilevanza,note,data_proclamazione,regione,provincia,data_ricezione,inizio_iso,fine_iso
"Revocato (include le azioni di revoca, sospensione e differimento)",18/03/2025,19/03/2025,USB LAVORO PRIVATO,Plurisettoriale,PERSONALE IMPRESE COMPARTO FERROVIARIO,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA 24 ORE: DALLE 21.00 DEL 18/3 ALLE 20.59 DEL 19/3 - SETTORE TPL SU ROTAIA INTERA PRESTAZIONE DEL 19/3*,Nazionale,"*PER TPL GTT, SIST. TERRITORIALI, TRASP. FERR.TOSCANO, FERROTRAMVIARIA, FERR. ADR. SANGRITANA - TUA, TFT, FERR. GARGANO, FERR. UDINE CIVIDALE - ESCLUSO PERSONALE SOC. TRENITALIA DBR PIEMONTE E VALLE D'AOSTA",20/02/2025,Italia,Tutte,20/02/2025 10:51,2025-03-18,2025-03-19
"Revocato (include le azioni di revoca, sospensione e differimento)",16/03/2025,16/03/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE AZIENDE HANDLING ASSOCIATE ASSOHANDLERS OPERANTI NEI SEDIMI AEROPORTUALI ITALIANI,24 ORE,Nazionale,null,11/02/2025,Italia,Tutte,11/02/2025 18:37,2025-03-16,2025-03-16
Effettuato,16/03/2025,16/03/2025,RSU,Aereo,PERSONALE SOC. TECHNO SKY AEROPORTO DI MILANO MALPENSA,4 ORE: DALLE 12.00 ALLE 16.00,Nazionale,null,02/02/2025,Italia,Tutte,02/02/2025 08:24,2025-03-16,2025-03-16
Effettuato,15/03/2025,15/03/2025,OSP CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMAT DI PALERMO,4 ORE: DALLE  11.00 ALLE 15.00,Locale,null,29/01/2025,Sicilia,Palermo,29/01/2025 16:27,2025-03-15,2025-03-15
"Revocato (include le azioni di revoca, sospensione e differimento)",15/03/2025,16/03/2025,OSP ORSA TPL,Trasporto pubblico locale,PERSONALE SOC. AMT DI GENOVA,4 ORE: DALLE 22.30 DEL 15/3 ALLE 02.30 DEL 16/3,Locale,null,20/02/2025,Liguria,Genova,28/02/2025 11:13,2025-03-15,2025-03-16
Effettuato,10/03/2025,10/03/2025,FAISA CISAL,Trasporto pubblico locale,PERSONALE SOC. AMTS DI CATANIA,4 ORE: DALLE 12.00 ALLE 16.00,Locale,"ADESIONE OSP UILT-UIL, UGL AUTOFERRO, ORSA TPL",21/02/2025,Sicilia,Catania,21/02/2025 21:32,2025-03-10,2025-03-10
"Revocato (include le azioni di revoca, sospensione e differimento)",10/03/2025,10/03/2025,RSA FILT-CGIL/UILT-UIL/UGL AUTOFERROTRANVIERI,Trasporto pubblico locale,PERSONALE SOC. ATM DI MESSINA,4 ORE: DALLE 16.00 ALLE 20.00,Locale,null,09/02/2025,Sicilia,Messina,09/02/2025 14:42,2025-03-10,2025-03-10
"Revocato (include le azioni di revoca, sospensione e differimento)",09/03/2025,10/03/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. ANM DI NAPOLI,24 ORE: DALLE 03.01 DEL 9/3 ALLE 03.00 DEL 10/3,Locale,null,20/02/2025,Campania,Napoli,21/02/2025 13:15,2025-03-09,2025-03-10
"Revocato (include le azioni di revoca, sospensione e differimento)",08/03/2025,08/03/2025,ADL COBAS/CLAP,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI AD ESCLUSIONE INTERO SETTORE TRASPORTI*,INTERA GIORNATA: *AUTOSTRADE DALLE 22.00 DEL 7/3 ALLE 22.00 DELL'8/3,Nazionale,null,27/02/2025,Italia,Tutte,27/02/2025 07:45,2025-03-08,2025-03-08
Effettuato,08/03/2025,08/03/2025,CUB,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE AD ESCLUSIONE INTERO SETTORE TRASPORTI,INTERA GIORNATA - ESCLUSO INTERO SETTORE TRASPORTI,Nazionale,ESCLUSO INTERO SETTORE TRASPORTI - ADESIONE OO.SS. ADL COBAS E CLAP,11/02/2025,Italia,Tutte,11/02/2025 11:04,2025-03-08,2025-03-08
"Revocato (include le azioni di revoca, sospensione e differimento)",08/03/2025,09/03/2025,OSP ORSA TPL,Trasporto pubblico locale,PERSONALE SOC. AMT DI GENOVA,8 ORE: DALLE 21.00 DELL'8/3 ALLE 05.00 DEL 9/3,Locale,null,19/02/2025,Liguria,Genova,19/02/2025 18:08,2025-03-08,2025-03-09
"Revocato (include le azioni di revoca, sospensione e differimento)",08/03/2025,08/03/2025,OSR ORSA TRASPORTI AUTOFERRO TPL,Trasporto pubblico locale,"PERSONALE VIAGGIANTE (MACCHINISTI, CAPITRENO E COORD.RI MOBILITA') DELLA SOC. EAV DI NAPOLI",4 ORE: DALLE 19.40 ALLE 23.40,Locale,null,18/02/2025,Campania,Napoli,18/02/2025 16:32,2025-03-08,2025-03-08
Effettuato,08/03/2025,08/03/2025,SLAI-COBAS PER IL SINDACATO DI CLASSE,Generale,"SCIOPERO GENERALE SETTORI LAVORATIVI PUBBLICI, PRIVATI E COOPERATIVI",INTERA GIORNATA: FERROVIARIO 00.00- 21.00,Nazionale,null,02/02/2025,Italia,Tutte,03/02/2025 09:59,2025-03-08,2025-03-08
Effettuato,08/03/2025,08/03/2025,USB,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE AD ESCLUSIONE INTERO SETTORE TRASPORTI,INTERA GIORNATA - ESCLUSO INTERO SETTORE TRASPORTI,Nazionale,ADESIONE USB LAVORO PRIVATO,25/02/2025,Italia,Tutte,25/02/2025 18:08,2025-03-08,2025-03-08
Effettuato,08/03/2025,08/03/2025,USI-CIT,Generale,SCIOPERO GENERALE PERSONALE DIPENDENTE PUBBLICO E PRIVATO,INTERA GIORNATA: AEREO: DALLE 00.01 ALLE 23.59; ATTIVITA' FERROVIARIE: DALLE 21.00 DEL 7/3 ALLE 21.00 DELL'8/3,Nazionale,ESCLUSE SOCC. GESAP AEROPORTO DI PALERMO E AVIATION SERVICES AEROPORTO DI VENEZIA,22/01/2025,Italia,Tutte,13/02/2025 06:03,2025-03-08,2025-03-08
Effettuato,07/03/2025,07/03/2025,OSR UILT-UIL,Trasporto pubblico locale,PERSONALE SETTORE FUNICOLARI SOC. ANM DI NAPOLI,4 ORE: DALLE 12.00 ALLE 16.00,Locale,null,18/02/2025,Campania,Napoli,18/02/2025 17:59,2025-03-07,2025-03-07
Effettuato,01/03/2025,01/03/2025,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL-AUTOFERRO/FAISA-CISAL/ORSA TRASPORTI/COBAS TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMAT DI PALERMO,8 ORE: DALLE 09.30 ALLE 17.30,Locale,null,20/01/2025,Sicilia,Palermo,20/01/2025 12:25,2025-03-01,2025-03-01
"Revocato (include le azioni di revoca, sospensione e differimento)",28/02/2025,28/02/2025,ANPAC + RSA,Aereo,PILOTI SOC. EASYJET AIRLINES LIMITED,4 ORE: DALLE 12.00 ALLE 16.00,Nazionale,null,05/02/2025,Italia,Tutte,05/02/2025 12:19,2025-02-28,2025-02-28
"Revocato (include le azioni di revoca, sospensione e differimento)",28/02/2025,28/02/2025,FILT-CGIL/UILT-UIL,Aereo,PILOTI SOC. EASYJET AIRLINES LIMITED,4 ORE: DALLE 12.00 ALLE 16.00,Nazionale,null,05/02/2025,Italia,Tutte,05/02/2025 10:15,2025-02-28,2025-02-28
Effettuato,28/02/2025,28/02/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE SOC. AVIATION SERVICES AEROPORTO DI VENEZIA,24 ORE,Interregionale,null,21/01/2025,Veneto,Tutte,21/01/2025 13:03,2025-02-28,2025-02-28
Effettuato,28/02/2025,28/02/2025,OSL FILT-CGIL/FIT-CISL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. PAOLO SCOPPIO E FIGLIO AUTOLINEE DI BARI,24 ore,Locale,null,27/01/2025,Puglia,Bari,27/01/2025 17:39,2025-02-28,2025-02-28
Effettuato,28/02/2025,28/02/2025,OSL FILT-CGIL/FIT-CISL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. SABATO VIAGGI DI BARI,24 ORE,Locale,null,27/01/2025,Puglia,Bari,27/01/2025 18:28,2025-02-28,2025-02-28
"Revocato (include le azioni di revoca, sospensione e differimento)",28/02/2025,28/02/2025,OSP CUB TRASPORTI,Aereo,PERSONALE SOC. AGS HANDLING AEROPORTO DI BERGAMO ORIO AL SERIO,4 ORE: DALLE 12.00 ALLE 16.00,Interregionale,BLOCCO DEGLI STRAORDINARI DAL 22/2 ALL'8/3,02/02/2025,Italia,Tutte,03/02/2025 09:58,2025-02-28,2025-02-28
"Revocato (include le azioni di revoca, sospensione e differimento)",28/02/2025,28/02/2025,OSP CUB TRASPORTI,Aereo,PERSONALE SOC. BGY INTERNATIONAL SERVICES AEROPORTO DI BERGAMO ORIO AL SERIO,4 ORE: DALLE 12.00 ALLE 16.00,Interregionale,null,02/02/2025,Italia,Tutte,03/02/2025 12:34,2025-02-28,2025-02-28
Effettuato,28/02/2025,28/02/2025,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. FERROVIE APPULO LUCANE DI BARI,24 ORE,Territoriale,null,27/01/2025,Puglia,Bari,27/01/2025 16:48,2025-02-28,2025-02-28
Effettuato,28/02/2025,28/02/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL T.A.,Aereo,PERSONALE SOC. GESAP AEROPORTO DI PALERMO,4 ORE: DALLE 12.00 ALLE 16.00,Interregionale,null,27/12/2024,Sicilia,Tutte,28/12/2024 15:17,2025-02-28,2025-02-28
"Revocato (include le azioni di revoca, sospensione e differimento)",28/02/2025,07/03/2025,USB LAVORO PRIVATO,Trasporto merci,LAVORATORI SETTORE AUTOTRASPORTO MERCI,DAL 28/2 AD OLTRANZA: ARTICOLAZIONE IN BASE ALLA DISTRIBUZIONE TERRITORIALE DEGLI ADERENTI,Nazionale,ESCLUSI AMBITI L. 146/90 E S.M.I.,28/02/2025,Italia,Tutte,03/03/2025 11:22,2025-02-28,2025-03-07
Effettuato,26/02/2025,26/02/2025,OSP FILT-CGIL/UILT-UIL/UGL AUTOFERROTRANVIERI,Trasporto pubblico locale,PERSONALE SOC. ATM DI MESSINA,4 ORE: DALLE 16.00 ALLE 20.00,Locale,null,03/02/2025,Sicilia,Messina,03/02/2025 14:44,2025-02-26,2025-02-26
Effettuato,24/02/2025,24/02/2025,ANPAC + RSA,Aereo,PILOTI SOC. EASYJET AIRLINES LIMITED,4 ORE: DALLE 12.00 ALLE 16.00,Nazionale,ESCLUSI I VOLI DA E PER GLI AEROPORTI DI PALERMO E VENEZIA,07/02/2025,Italia,Tutte,07/02/2025 14:39,2025-02-24,2025-02-24
Effettuato,24/02/2025,24/02/2025,FILT-CGIL/UILT-UIL,Aereo,PILOTI SOC. EASYJET AIRLINES LIMITED,4 ORE: DALLE 12.00 ALLE 16.00,Nazionale,ESCLUSI I VOLI DA E PER GLI AEROPORTI DI PALERMO E VENEZIA,07/02/2025,Italia,Tutte,07/02/2025 14:52,2025-02-24,2025-02-24
Effettuato,24/02/2025,24/02/2025,FILT-CGIL/UILT-UIL/ANPAC/ANP + RSA,Aereo,PERSONALE NAVIGANTE ( PILOTI E ASSISTENTI DI VOLO ) SOC. AEROITALIA,4 ORE: DALLE 12.00 ALLE 16.00,Nazionale,null,11/02/2025,Italia,Tutte,11/02/2025 18:18,2025-02-24,2025-02-24
"Revocato (include le azioni di revoca, sospensione e differimento)",24/02/2025,24/02/2025,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. AUTOSERVIZI TESSITORE DI VASTO (CH),4 ORE: DALLE 09.00 ALLE 13.00,Locale,null,28/01/2025,Abruzzo,Chieti,29/01/2025 09:30,2025-02-24,2025-02-24
Effettuato,24/02/2025,24/02/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL FNA/FAISA-CISAL/ORSA TPL,Trasporto pubblico locale,PERSONALE SOCC. GRUPPO ATM DI MILANO,DALLE 20.00 A FINE SERVIZIO,Territoriale,"ART. 2 CO. 7 L. 146/90 E S.M.I. - PROVINCIE DI MILANO, COMO, MONZA E BRIANZA",23/02/2025,Lombardia,Milano,23/02/2025 23:00,2025-02-24,2025-02-24
Effettuato,24/02/2025,24/02/2025,USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,24 ORE CON MODALITA' TERRITORIALI,Nazionale,"ESCLUSE SOCC. SABATO VIAGGI E FERROVIE APPULO LUCANE DI BARI, AUTOSERVIZI TESSITORE DI VASTO (CH), AMAT DI PALERMO, PAOLO SCOPPIO E FIGLIO AUTOLINEE DI BARI, FNM GROUP MILANO",01/02/2025,Italia,Tutte,01/02/2025 19:30,2025-02-24,2025-02-24
"Revocato (include le azioni di revoca, sospensione e differimento)",23/02/2025,23/02/2025,UGL FERROVIERI/FAST-CONFSAL/ORSA TRASPORTI,Ferroviario,"PERSONALE SOCC. GRUPPO FSI, ITALO NTV, TRENORD, TRENITALIA TPER",8 ORE: DALLE 09.01 ALLE 16.59,Nazionale,null,05/02/2025,Italia,Tutte,05/02/2025 14:00,2025-02-23,2025-02-23
"Revocato (include le azioni di revoca, sospensione e differimento)",22/02/2025,23/02/2025,USB LAVORO PRIVATO,Plurisettoriale,PERSONALE IMPRESE COMPARTO FERROVIARIO,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA 24 ORE: DALLE 21.00 DEL 22/2 ALLE 20.59 DEL 23/2 - SETTORE TPL SU ROTAIA INTERA PRESTAZIONE DEL 23/2*,Nazionale,"*PER TPL GTT, SIST. TERRITORIALI, EAV, FERROTRAMVIARIA, FERR. ADR. SANGRITANA - TUA, TFT, FERR. GARGANO, FERR. CALABRIA, SAD, TRENTINO TRASPORTI, FERR. UDINE CIVIDALE - ADESIONE ASSEMBLEA NAZIONALE PDM/PDB PER IL GRUPPO FSI - ESCLUSIONE SOC. RFI NORD-EST",30/01/2025,Italia,Tutte,30/01/2025 15:57,2025-02-22,2025-02-23
Effettuato,15/02/2025,15/02/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/SLM FAST-CONFSAL/ORSA + RSU COLLEGIO 5,Ferroviario,PERSONALE SOC. RFI MANUTENZIONE UNITA' TERRITORIALE NORD TRENTINO ALTO ADIGE,8 ORE: DALLE 09.01 ALLE 17.00,Regionale,null,11/01/2025,Trentino-Alto Adige,Tutte,11/01/2025 08:28,2025-02-15,2025-02-15
Effettuato,14/02/2025,14/02/2025,AL-COBAS,Trasporto pubblico locale,PERSONALE SOCC. GRUPPO ATM DI MILANO,24 ORE VARIE MODALITA',Provinciale,null,14/01/2025,Lombardia,Milano,14/01/2025 16:25,2025-02-14,2025-02-14
Effettuato,14/02/2025,14/02/2025,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. GEST DI FIRENZE,24 ORE,Territoriale,null,08/01/2025,Toscana,Firenze,11/01/2025 15:33,2025-02-14,2025-02-14
Effettuato,14/02/2025,14/02/2025,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. AUTOLINEE TOSCANE COMPARTO URBANO DI FIRENZE,24 ORE,Territoriale,null,17/01/2025,Toscana,Firenze,17/01/2025 13:31,2025-02-14,2025-02-14
Effettuato,14/02/2025,14/02/2025,OSP FILT-CGIL/UILT-UIL/UGL-FNA,Trasporto pubblico locale,PERSONALE SOC. CSC MOBILITA' DI LATINA,4 ORE: DALLE 16.30 ALLE 20.30,Locale,null,27/01/2025,Lazio,Latina,27/01/2025 10:00,2025-02-14,2025-02-14
Effettuato,14/02/2025,14/02/2025,OST FIT-CISL/UGL-FNA,Trasporto pubblico locale,PERSONALE SOC. AUTOGUIDOVIE DI PAVIA,24 ORE,Locale,null,01/02/2025,Lombardia,Pavia,01/02/2025 19:14,2025-02-14,2025-02-14
Effettuato,13/02/2025,13/02/2025,OSR USB LAVORO PRIVATO/ORSA TPL,Trasporto pubblico locale,PERSONALE SOC. ATAC DI ROMA RIMESSA DI MAGLIANA SUPERFICIE,4 ORE: DALLE 20.00 ALLE 24.00,Locale,ART. 2 CO. 7 L. 146/90 E S.M.I.,10/02/2025,Lazio,Roma,10/02/2025 10:41,2025-02-13,2025-02-13
Effettuato,10/02/2025,10/02/2025,RSA FIT-CISL/FAISA-CISAL/ORSA TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. ATM DI MESSINA,4 ORE: DALLE 16.00 ALLE 20.00,Locale,null,29/01/2025,Sicilia,Messina,29/01/2025 13:01,2025-02-10,2025-02-10
Effettuato,09/02/2025,09/02/2025,OSP CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMAT DI PALERMO,24 ORE,Locale,null,03/01/2025,Sicilia,Palermo,03/01/2025 15:44,2025-02-09,2025-02-09
"Revocato (include le azioni di revoca, sospensione e differimento)",09/02/2025,10/02/2025,OSR ORSA FERROVIE,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DIREZIONE BUSINESS REGIONALE PIEMONTE E VALLE D'AOSTA,23 ORE: DALLE 03.00 DEL 9/2 ALLE 2.00 DEL 10/2,Regionale,null,28/11/2024,Piemonte,Tutte,28/11/2024 18:34,2025-02-09,2025-02-10
Effettuato,09/02/2025,10/02/2025,OSR ORSA FERROVIE,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DIREZIONE BUSINESS REGIONALE PIEMONTE E VALLE D'AOSTA,23 ORE: DALLE 03.00 DEL 9/2 ALLE 2.00 DEL 10/2,Regionale,null,08/01/2025,Piemonte,Tutte,08/01/2025 23:40,2025-02-09,2025-02-10
Effettuato,09/02/2025,09/02/2025,OSR ORSA FERROVIE,Ferroviario,"PERSONALE SOC. TRENITALIA ADDETTO A VENDITA, ASSISTENZA DIV. BUSINESS REGIONALE E SVILUPPO INTERMODALE DELLA DIR. REGIONALE PIEMONTE",8 ORE: DALLE 09.00 ALLE 16.59,Regionale,null,17/01/2025,Piemonte,Tutte,17/01/2025 14:51,2025-02-09,2025-02-09
Effettuato,09/02/2025,09/02/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. ANM DI NAPOLI,4 ORE: DALLE 12.45 ALLE 16.45,Locale,null,29/01/2025,Campania,Napoli,30/01/2025 13:43,2025-02-09,2025-02-09
Effettuato,08/02/2025,08/02/2025,OSR FIT-CISL/UILT-UIL/UGL FERROVIERI/FAST-CONFSAL/ORSA FERROVIE,Ferroviario,PERSONALE SOC. RFI SALA CIRCOLAZIONE E ORARIO DI CAGLIARI E UNITA' CIRCOLAZIONE SARDEGNA,8 ORE: DALLE 09:01 ALLE 17:00,Regionale,null,13/01/2025,Sardegna,Tutte,13/01/2025 16:00,2025-02-08,2025-02-08
"Revocato (include le azioni di revoca, sospensione e differimento)",05/02/2025,05/02/2025,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV ACC ROMA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,20/11/2024,Italia,Tutte,20/11/2024 17:15,2025-02-05,2025-02-05
"Revocato (include le azioni di revoca, sospensione e differimento)",05/02/2025,05/02/2025,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV APT FIUMICINO,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,20/11/2024,Italia,Tutte,20/11/2024 17:39,2025-02-05,2025-02-05
Effettuato,05/02/2025,05/02/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE AZIENDE HANDLING ASSOCIATE ASSOHANDLERS OPERANTI NEI SEDIMI AEROPORTUALI ITALIANI,24 ORE,Nazionale,null,31/12/2024,Italia,Tutte,31/12/2024 11:39,2025-02-05,2025-02-05
Effettuato,05/02/2025,06/02/2025,OSR ORSA FERROVIE,Ferroviario,PERSONALE SOC. TRENORD,23 ORE: DALLE 03.00 DEL 5/2 ALLE 02.00 DEL 6/2,Regionale,null,02/12/2024,Lombardia,Tutte,02/12/2024 07:40,2025-02-05,2025-02-06
Effettuato,05/02/2025,05/02/2025,OSR USB LAVORO PRIVATO,Aereo,PERSONALE SOC. SEA PRIME OPERANTE PRESSO LO SCALO DI MILANO LINATE (PIAZZALE OVEST),4 ORE: DALLE 12.00 ALLE 16.00,Territoriale,null,10/01/2025,Lombardia,Milano,10/01/2025 11:12,2025-02-05,2025-02-05
Effettuato,05/02/2025,05/02/2025,OSR USB LAVORO PRIVATO,Aereo,PERSONALE SOC. SPD PRESSO AEROPORTO DI MILANO LINATE,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,16/01/2025,Italia,Tutte,16/01/2025 11:37,2025-02-05,2025-02-05
"Revocato (include le azioni di revoca, sospensione e differimento)",05/02/2025,05/02/2025,RSA FAST-CONFSAL-AV,Aereo,PERSONALE SOC. ENAV PALERMO PUNTA RAISI AIRPORT,24 ORE: DALLE 00.01 ALLE 24.00,Interregionale,null,09/12/2024,Italia,Tutte,09/12/2024 11:07,2025-02-05,2025-02-05
Effettuato,02/02/2025,02/02/2025,OSR FAST-CONFSAL,Trasporto pubblico locale,PERSONALE SOC. GTT DI TORINO,24 ORE VARIE MODALITA',Locale,null,03/01/2025,Piemonte,Torino,03/01/2025 16:51,2025-02-02,2025-02-02
"Revocato (include le azioni di revoca, sospensione e differimento)",31/01/2025,31/01/2025,AL-COBAS,Trasporto pubblico locale,PERSONALE SOCC. GRUPPO ATM DI MILANO,24 ORE VARIE MODALITA',Provinciale,null,23/12/2024,Lombardia,Tutte,23/12/2024 12:35,2025-01-31,2025-01-31
Effettuato,31/01/2025,01/02/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL,Marittimo,PERSONALE SOC. CARONTE & TOURIST ISOLE MINORI REGIONE SICILIA,24 ORE: DALLE 08.00 DEL 31/1 ALLE 07.59 DELL'1/2,Regionale,null,20/01/2025,Sicilia,Tutte,20/01/2025 18:54,2025-01-31,2025-02-01
Effettuato,31/01/2025,31/01/2025,OSR SLM-FAST-CONFSAL,Trasporto pubblico locale,PERSONALE SOC. SCHIAFFINI TRAVEL VARI COMUNI PROVINCIA DI ROMA E LATINA,4 ORE: DALLE 12.30 ALLE 16.30,Provinciale,"COMUNI DI (CASTEL GANDOLFO, VELLETRI, GENAZZANO, MONTE PORZIO CATONE, ROCCA DI PAPA, OLEVANO ROMANO, NETTUNO, NEMI, RIANO, CIAMPINO, TREVIGNANO ROMANO, SAN CESAREO, FRASCATI, PONZA, PONTINIA, ANGUILLARA SABAZIA, FORMELLO, MARINO)",14/01/2025,Lazio,Roma,14/01/2025 17:57,2025-01-31,2025-01-31
Effettuato,31/01/2025,31/01/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. MOVIBUS DI S. VITTORE OLONA (MI),24 ORE,Locale,null,16/01/2025,Lombardia,Milano,16/01/2025 09:54,2025-01-31,2025-01-31
Effettuato,30/01/2025,01/02/2025,OSR UGL MARE E PORTI,Marittimo,PERSONALE SOC. SIREMAR - CARONTE & TOURIST ISOLE MINORI REGIONE SICILIA,48 ORE: DALLE 08.00 DEL 30/1 ALLE 07.59 DELL'1/2,Regionale,null,20/01/2025,Sicilia,Tutte,20/01/2025 15:00,2025-01-30,2025-02-01
Effettuato,28/01/2025,28/01/2025,FILT-CGIL/FIT-CISL/UILTRASPORTI/UGL/FAISA CISAL,Trasporto pubblico locale,PERSONALE VIAGGIANTE DELLA SOC. EAV DI NAPOLI,4 ORE: DALLE 8.20 ALLE 12.20,Locale,ART.2 COMMA 7 L. 146/90 E S.M.I. - AGGRESSIONI AL PERSONALE,27/01/2025,Campania,Napoli,27/01/2025 11:13,2025-01-28,2025-01-28
Effettuato,28/01/2025,28/01/2025,OSP FILT-CGIL/FIT-CISL/UILT-UIL,Marittimo,PERSONALE SOC. RIMORCHIATORI NAPOLETANI PRESSO IL PORTO DI TARANTO,12 ORE: DALLE 6.00 ALLE 18.00,Locale,null,15/01/2025,Puglia,Taranto,15/01/2025 10:36,2025-01-28,2025-01-28
Effettuato,28/01/2025,28/01/2025,OSR FAISA-CONFAIL,Trasporto pubblico locale,PERSONALE VIAGGIANTE DELLA SOC. EAV DI NAPOLI,4 ORE: DALLE 8.20 ALLE 12.20,Locale,ART.2 COMMA 7 L. 146/90 E S.M.I,26/01/2025,Campania,Napoli,26/01/2025 22:46,2025-01-28,2025-01-28
Effettuato,28/01/2025,28/01/2025,OSR ORSA TRASPORTI,Trasporto pubblico locale,PERSONALE FERROVIA ED AUTOLINEE DELLA SOC. EAV DI NAPOLI,4 ORE: DALLE 8.20 ALLE 12.20,Locale,ART.2 COMMA 7 L. 146/90 E S.M.I,26/01/2025,Campania,Napoli,26/01/2025 23:55,2025-01-28,2025-01-28
Effettuato,28/01/2025,28/01/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE D' ESERCIZIO FERROVIARIO ED AUTOMOBILISTICO SOC. EAV DI NAPOLI,4 ORE: DALLE 8.20 ALLE 12.20,Locale,ART.2 COMMA 7 L. 146/90 E S.M.I.,27/01/2025,Campania,Napoli,27/01/2025 11:49,2025-01-28,2025-01-28
Effettuato,27/01/2025,27/01/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA SITA NORD REGIONE UMBRIA,24 ORE,Regionale,null,14/01/2025,Umbria,Tutte,14/01/2025 16:12,2025-01-27,2025-01-27
Effettuato,26/01/2025,26/01/2025,OSP CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMT SERVIZIO EXTRAURBANO DI GENOVA,4 ORE: DALLE 10.30 ALLE 14.30,Territoriale,null,13/12/2024,Liguria,Genova,13/12/2024 14:19,2025-01-26,2025-01-26
"Revocato (include le azioni di revoca, sospensione e differimento)",25/01/2025,26/01/2025,CUB TRASPORTI,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 24 ORE DALLE 21.00 DEL 25/1 ALLE 21.00 DEL 26/1; TPL: 24 ORE,Nazionale,"ESCLUSO SETTORE MANUTENZIONE INFRASTRUTTURE SOC. RFI - PER TPL SOCC.  GTT, SAD, TRENTINO TRASPORTI,  FERR. UDINE CIVIDALE, SIST. TERRITORIALI, TFT, EAV, FERROTRAMVIARIA, FERR. ADR. SANGRITANA, , FERR. GARGANO, FERR. CALABRIA",26/11/2024,Italia,Tutte,26/11/2024 00:17,2025-01-25,2025-01-26
Effettuato,25/01/2025,26/01/2025,CUB TRASPORTI,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 24 ORE DALLE 21.00 DEL 25/1 ALLE 20.59 DEL 26/1; TPL: 24 ORE,Nazionale,"ESCLUSI SETTORE MANUTENZ. INFRASTRUTTURE SOC. RFI E SOC. FER. SUD EST - PER TPL SOCC. GTT, SAD, TRENTINO TRASP.,  FER. UDINE C., SIST. TERRITORIALI, TFT, EAV, FERROTRAMVIARIA, FER.ADR. SANGRITANA, FER. GARGANO, FER. CALABRIA",01/01/2025,Italia,Tutte,01/01/2025 13:26,2025-01-25,2025-01-26
